turnout,treated,dormid,treatment_group
1,1,9040432,1
1,1,9040432,1
1,1,9040432,1
1,1,9050530,1
1,1,9050530,1
1,1,9050530,1
1,1,9050530,1
0,0,9050531,0
0,0,9050531,0
1,0,9050531,0
0,1,9050532,1
0,1,9050532,1
0,1,9050532,1
1,1,9050532,1
0,0,9060609,0
0,0,9060609,0
1,0,9060609,0
1,0,9060609,0
1,1,9060610,1
0,1,9060610,1
0,1,9060610,1
1,1,9060610,1
1,0,9060612,0
1,0,9060612,0
1,0,9060612,0
1,0,9060612,0
0,1,9060613,1
1,1,9060613,1
1,1,9060613,1
0,1,9060613,1
1,1,9060614,1
1,1,9060614,1
1,1,9060614,1
1,1,9060614,1
1,1,9060615,1
1,1,9060615,1
1,1,9060615,1
1,1,9060615,1
1,1,9060616,1
1,1,9060616,1
1,1,9060616,1
1,1,9060616,1
0,0,9060617,0
1,0,9060617,0
1,0,9060617,0
1,0,9060617,0
1,1,9060618,1
1,1,9060618,1
1,1,9060618,1
1,1,9060618,1
1,1,9060619,1
1,1,9060619,1
1,1,9060619,1
1,1,9060619,1
0,0,9060620,0
1,0,9060620,0
1,0,9060620,0
1,0,9060620,0
1,1,9060621,1
1,1,9060621,1
1,1,9060621,1
1,1,9060621,1
1,1,9060622,1
1,1,9060622,1
1,1,9060622,1
1,1,9060623,1
1,1,9060623,1
1,1,9060623,1
1,1,9060623,1
1,0,9060624,0
0,0,9060624,0
1,0,9060624,0
1,0,9060624,0
1,1,9060625,1
1,1,9060625,1
1,1,9060625,1
1,1,9060625,1
1,0,9060626,0
1,0,9060626,0
1,0,9060626,0
1,0,9060626,0
1,0,9060628,0
1,0,9060628,0
1,0,9060628,0
1,0,9060628,0
1,0,9060629,0
1,0,9060629,0
1,0,9060629,0
1,0,9060629,0
1,1,9060630,1
1,1,9060630,1
1,1,9060630,1
1,1,9060630,1
1,1,9060631,1
1,1,9060631,1
1,1,9060631,1
1,1,9060631,1
0,0,9060632,0
0,0,9060632,0
0,0,9060632,0
0,0,9060632,0
1,0,10060603,0
1,0,10060603,0
1,0,10060603,0
1,0,10060603,0
1,1,10060604,1
1,1,10060604,1
1,1,10060604,1
1,1,10060604,1
1,1,10060606,1
1,1,10060606,1
1,1,10060606,1
1,1,10060606,1
1,0,10060607,0
1,0,10060607,0
1,0,10060607,0
1,0,10060607,0
1,1,11011012,1
1,1,11011012,1
1,1,11011012,1
1,1,11011012,1
1,1,11011013,1
1,1,11011013,1
1,1,11011013,1
1,1,11011013,1
1,1,11011016,1
1,1,11011016,1
1,1,11011016,1
1,1,11011016,1
1,0,11011017,0
1,0,11011017,0
1,0,11011017,0
1,0,11011017,0
1,0,11011022,1
1,0,11011022,1
1,0,11011022,1
0,0,11011022,1
1,1,11011024,1
1,1,11011024,1
1,1,11011024,1
1,1,11011024,1
1,0,11011025,1
1,0,11011025,1
1,0,11011025,1
1,0,11011026,0
1,0,11011026,0
1,0,11011026,0
1,0,11011026,0
1,0,11011028,0
1,0,11011028,0
1,0,11011028,0
1,0,11011028,0
0,0,11011028,0
0,0,11011028,0
0,0,11011028,0
1,0,11021031,0
1,0,11021031,0
1,0,11021031,0
1,0,11021031,0
1,1,11021032,1
0,1,11021032,1
1,1,11021032,1
1,1,11021032,1
0,0,11021033,0
0,0,11021033,0
1,0,11021033,0
1,0,11021033,0
1,1,11021034,1
1,1,11021034,1
0,1,11021034,1
0,0,11021035,0
0,0,11021035,0
1,0,11021035,0
1,0,11021035,0
0,0,11021036,0
1,0,11021036,0
0,0,11021036,0
1,0,11021036,0
0,0,11021037,0
0,0,11021037,0
0,0,11021037,0
1,0,11021037,0
0,0,11021041,0
1,0,11021041,0
0,0,11021041,0
1,0,11021041,0
1,1,11021042,1
0,1,11021042,1
0,1,11021042,1
0,1,11021042,1
0,0,11021043,1
1,0,11021043,1
1,0,11021043,1
1,0,11021043,1
0,0,11021044,0
0,0,11021044,0
0,0,11021044,0
1,0,11021044,0
1,0,11021045,0
0,0,11021045,0
0,0,11021045,0
1,0,11021045,0
1,1,11021046,1
1,1,11021046,1
1,1,11021046,1
0,1,11021046,1
0,0,11021047,0
1,0,11021047,0
0,0,11021047,0
1,0,11021047,0
0,0,11021048,1
1,0,11021048,1
1,0,11021048,1
1,0,11021048,1
0,0,11021049,0
0,0,11021049,0
1,0,11021049,0
1,0,11031051,1
1,0,11031051,1
1,0,11031051,1
1,0,11031051,1
1,1,11031052,1
1,1,11031052,1
1,1,11031052,1
1,0,11031053,0
1,0,11031053,0
1,0,11031053,0
1,0,11031053,0
1,0,11031054,0
1,0,11031054,0
1,0,11031054,0
1,0,11031054,0
1,1,11031055,1
1,1,11031055,1
1,1,11031055,1
1,1,11031055,1
1,1,11031056,1
1,1,11031056,1
1,1,11031056,1
1,1,11031056,1
1,0,11031057,0
1,0,11031057,0
1,0,11031057,0
1,0,11031057,0
1,1,11031061,1
1,1,11031061,1
1,1,11031061,1
1,1,11031061,1
1,1,11031062,1
1,1,11031062,1
1,1,11031062,1
1,1,11031062,1
1,0,11031063,0
1,0,11031063,0
1,0,11031063,0
1,0,11031063,0
1,0,11031064,0
1,0,11031064,0
1,0,11031064,0
1,0,11031064,0
1,1,11031065,1
1,1,11031065,1
1,1,11031065,1
1,1,11031065,1
1,0,11031066,0
1,0,11031066,0
1,0,11031066,0
1,0,11031066,0
1,0,11031067,0
1,0,11031067,0
1,0,11031067,0
1,1,11031068,1
1,1,11031068,1
1,1,11031068,1
1,0,11031069,0
1,0,11031069,0
1,0,11031069,0
1,0,11031069,0
1,0,11041071,0
1,0,11041071,0
1,0,11041071,0
1,0,11041071,0
1,1,11041072,1
1,1,11041072,1
1,1,11041072,1
1,1,11041072,1
1,0,11041073,0
1,0,11041073,0
1,0,11041073,0
1,0,11041073,0
1,1,11041074,1
1,1,11041074,1
1,1,11041074,1
1,1,11041074,1
1,1,11041075,1
1,1,11041075,1
1,1,11041075,1
1,1,11041075,1
1,1,11041076,1
1,1,11041076,1
1,1,11041076,1
1,1,11041076,1
1,1,11041077,1
1,1,11041077,1
1,1,11041077,1
1,1,11041077,1
1,1,11041081,1
1,1,11041081,1
1,1,11041081,1
1,1,11041081,1
1,1,11041082,1
1,1,11041082,1
1,1,11041082,1
1,1,11041082,1
1,1,11041083,1
1,1,11041083,1
1,1,11041083,1
1,1,11041083,1
1,1,11041084,1
1,1,11041084,1
1,1,11041084,1
1,1,11041084,1
1,1,11041085,1
1,1,11041085,1
1,1,11041085,1
1,1,11041085,1
1,1,11041086,1
1,1,11041086,1
1,1,11041086,1
1,1,11041086,1
1,0,11041087,0
1,0,11041087,0
1,0,11041087,0
1,0,11041087,0
1,0,11041088,0
1,0,11041088,0
1,0,11041088,0
1,0,11041088,0
1,1,11041089,1
1,1,11041089,1
1,1,11041089,1
1,1,11041089,1
1,0,11051091,1
1,0,11051091,1
1,0,11051091,1
1,0,11051091,1
1,0,11051092,1
1,0,11051092,1
1,0,11051092,1
1,0,11051092,1
1,0,11051093,0
0,0,11051093,0
1,0,11051093,0
1,0,11051093,0
1,0,11051094,0
1,0,11051094,0
1,0,11051094,0
1,0,11051094,0
0,0,11051095,0
1,0,11051095,0
0,0,11051095,0
0,0,11051095,0
1,1,11051096,1
1,1,11051096,1
1,1,11051096,1
1,1,11051096,1
1,0,11051097,0
1,0,11051097,0
1,0,11051097,0
0,0,11051097,0
1,1,11051101,1
0,1,11051101,1
1,1,11051101,1
0,1,11051101,1
0,1,11051102,1
1,1,11051102,1
1,1,11051102,1
0,1,11051102,1
1,1,11051103,1
1,1,11051103,1
1,1,11051103,1
0,1,11051103,1
1,1,11051104,1
1,1,11051104,1
1,1,11051104,1
1,1,11051104,1
0,0,11051105,0
0,0,11051105,0
0,0,11051105,0
0,0,11051105,0
1,0,11051106,1
1,0,11051106,1
1,0,11051106,1
1,0,11051106,1
0,0,11051107,0
0,0,11051107,0
0,0,11051107,0
0,0,11051107,0
1,0,11051108,0
0,0,11051108,0
1,0,11051108,0
1,0,11051108,0
0,0,11051109,0
0,0,11051109,0
1,0,11051109,0
0,0,11051109,0
1,0,11061111,1
0,0,11061111,1
1,0,11061111,1
0,0,11061111,1
0,1,11061112,1
1,1,11061112,1
1,1,11061112,1
0,1,11061112,1
0,1,11061113,1
1,1,11061113,1
0,1,11061113,1
1,1,11061113,1
1,1,11061114,1
1,1,11061114,1
1,1,11061114,1
0,1,11061115,1
0,1,11061115,1
1,1,11061115,1
1,1,11061115,1
1,1,11061116,1
1,1,11061116,1
1,1,11061116,1
0,1,11061116,1
1,0,11061117,0
1,0,11061117,0
1,0,11061117,0
1,0,11061117,0
0,0,11061118,0
1,0,11061118,0
0,0,11061118,0
0,0,11061118,0
1,1,11061122,1
1,1,11061122,1
1,1,11061122,1
1,1,11061122,1
1,1,11061123,1
1,1,11061123,1
1,1,11061123,1
1,1,11061123,1
0,0,11061124,0
1,0,11061124,0
1,0,11061124,0
1,0,11061124,0
1,0,11061125,0
1,0,11061125,0
1,0,11061125,0
1,0,11061125,0
1,0,11061126,0
1,0,11061126,0
1,0,11061126,0
1,0,11061126,0
1,0,11061127,0
1,0,11061127,0
1,0,11061127,0
1,0,11061127,0
1,0,11061128,0
1,0,11061128,0
1,0,11061128,0
1,0,11061128,0
1,0,11061129,0
1,0,11061129,0
1,0,11061129,0
1,0,11061129,0
1,0,12012012,0
1,0,12012012,0
1,0,12012012,0
1,0,12012012,0
1,1,12012013,1
1,1,12012013,1
1,1,12012013,1
1,1,12012013,1
1,1,12012014,1
1,1,12012014,1
1,1,12012015,1
1,1,12012015,1
1,1,12012015,1
1,1,12012016,1
1,1,12012016,1
1,1,12012016,1
1,1,12012016,1
1,1,12012017,1
1,1,12012017,1
1,1,12012017,1
1,1,12012017,1
1,0,12012021,0
1,0,12012021,0
1,0,12012021,0
1,0,12012021,0
1,1,12012022,1
1,1,12012022,1
1,1,12012022,1
1,0,12012024,0
1,0,12012024,0
1,0,12012024,0
1,0,12012024,0
1,1,12012025,1
1,1,12012025,1
1,1,12012025,1
1,1,12012025,1
1,1,12012026,1
1,1,12012026,1
1,1,12012026,1
1,1,12012026,1
1,0,12012027,0
1,0,12012027,0
1,0,12012027,0
1,0,12012027,0
1,1,12022031,1
1,1,12022031,1
1,1,12022031,1
1,1,12022031,1
1,0,12022033,1
1,0,12022033,1
1,0,12022033,1
1,0,12022033,1
1,1,12022034,1
1,1,12022034,1
1,1,12022034,1
1,1,12022034,1
1,1,12022035,1
1,1,12022035,1
1,1,12022035,1
1,1,12022035,1
1,0,12022036,0
1,0,12022036,0
1,0,12022036,0
1,0,12022036,0
1,1,12022040,1
1,1,12022040,1
1,1,12022040,1
1,1,12022040,1
1,1,12022041,1
1,1,12022041,1
1,1,12022041,1
1,1,12032060,1
1,1,12032060,1
1,1,12032060,1
1,1,12032060,1
1,0,12042077,0
1,0,12042077,0
1,0,12042077,0
1,0,12042077,0
0,1,12042080,1
1,1,12042080,1
0,1,12042080,1
0,1,12042080,1
0,0,12042081,0
0,0,12042081,0
0,0,12042081,0
0,0,12042081,0
1,0,12042082,0
1,0,12042082,0
0,0,12042082,0
0,0,12042082,0
1,1,12042083,1
1,1,12042083,1
1,1,12042083,1
1,1,12042083,1
0,0,12042084,0
1,0,12042084,0
1,0,12042084,0
1,0,12042084,0
0,0,12042085,0
0,0,12042085,0
1,0,12042085,0
1,1,12042086,1
1,1,12042086,1
1,1,12042086,1
1,1,12042086,1
1,1,12042087,1
1,1,12042087,1
1,1,12042087,1
0,1,12052091,1
0,1,12052091,1
0,1,12052091,1
0,1,12052091,1
0,1,12052092,1
0,1,12052092,1
0,1,12052092,1
1,1,12052092,1
0,1,12052093,1
0,1,12052093,1
0,1,12052093,1
0,0,12052094,0
0,0,12052094,0
0,0,12052094,0
0,0,12052094,0
0,1,12052095,1
1,1,12052095,1
0,1,12052095,1
0,1,12052095,1
0,0,12052096,0
0,0,12052096,0
0,0,12052096,0
0,0,12052096,0
1,1,12052097,1
0,1,12052097,1
1,1,12052097,1
0,1,12052097,1
0,1,12052100,1
0,1,12052100,1
0,1,12052100,1
0,1,12052101,1
0,1,12052101,1
1,1,12052101,1
0,1,12052101,1
1,1,12052102,1
1,1,12052102,1
1,1,12052102,1
1,1,12052102,1
1,1,12052103,1
0,1,12052103,1
1,1,12052103,1
1,1,12052103,1
1,0,12052104,1
0,0,12052104,1
0,0,12052104,1
0,0,12052104,1
0,0,12052105,0
0,0,12052105,0
0,0,12052105,0
1,1,12062120,1
1,1,12062120,1
1,1,12062120,1
1,1,12062120,1
1,1,13013012,1
1,1,13013012,1
1,1,13013012,1
1,1,13013012,1
1,1,13013013,1
1,1,13013013,1
1,1,13013013,1
1,1,13013013,1
1,1,13013014,1
1,1,13013014,1
1,1,13013014,1
1,0,13013015,1
1,0,13013015,1
1,0,13013015,1
1,0,13013015,1
1,1,13013016,1
0,1,13013016,1
1,1,13013016,1
1,1,13013016,1
1,1,13013017,1
0,1,13013017,1
1,1,13013017,1
1,1,13013017,1
1,1,13013018,1
1,1,13013018,1
1,1,13013018,1
0,0,13013021,1
0,0,13013021,1
0,0,13013021,1
0,0,13013021,1
0,1,13013022,1
1,1,13013022,1
0,1,13013022,1
1,1,13013022,1
0,1,13013023,1
1,1,13013023,1
0,1,13013023,1
0,1,13013023,1
1,0,13013024,1
1,0,13013024,1
1,1,13013025,1
1,1,13013025,1
1,1,13023031,1
1,1,13023031,1
1,1,13023031,1
1,1,13023031,1
1,1,13023032,1
1,1,13023032,1
1,1,13023032,1
1,1,13023032,1
1,0,13023033,0
1,0,13023033,0
1,0,13023033,0
0,0,13023033,0
1,1,13023034,1
1,1,13023034,1
1,1,13023034,1
1,1,13023034,1
1,1,13023035,1
1,1,13023035,1
1,1,13023035,1
1,1,13023035,1
1,1,13023036,1
1,1,13023036,1
1,1,13023036,1
1,1,13023036,1
1,0,13023037,0
1,0,13023037,0
1,0,13023037,0
1,0,13023037,0
1,1,13023038,1
1,1,13023038,1
1,1,13023038,1
1,1,13023038,1
1,0,14010102,1
1,0,14010102,1
1,0,14010102,1
1,0,14010102,1
0,1,14010104,1
0,1,14010104,1
1,1,14010104,1
1,1,14010104,1
0,0,14010106,0
1,0,14010106,0
1,0,14010106,0
1,1,14010108,1
1,1,14010108,1
1,1,14010108,1
1,1,14010108,1
0,0,14010114,0
1,0,14010114,0
1,0,14010114,0
1,0,14010114,0
0,1,14010116,1
0,1,14010116,1
0,1,14010116,1
0,1,14010116,1
0,0,14010118,0
0,0,14010118,0
0,0,14010118,0
0,0,14010118,0
1,1,14010119,1
1,1,14010119,1
1,1,14010119,1
1,1,14010119,1
0,0,14010120,0
0,0,14010120,0
0,0,14010120,0
0,0,14010120,0
1,1,14010121,1
1,1,14010121,1
1,1,14010121,1
1,1,14010121,1
1,1,14010122,1
0,1,14010122,1
0,1,14010122,1
1,1,14010123,1
1,1,14010123,1
1,1,14010123,1
1,1,14010123,1
1,1,14010124,1
1,1,14010124,1
1,1,14010124,1
1,1,14010124,1
1,1,14010126,1
1,1,14010126,1
1,1,14010126,1
1,1,14010126,1
1,0,14010131,0
1,0,14010131,0
1,0,14010131,0
0,0,14010131,0
1,1,14010132,1
1,1,14010132,1
1,1,14010132,1
1,1,14010132,1
1,0,14010134,1
1,0,14010134,1
1,0,14010134,1
1,1,14010136,1
1,1,14010136,1
1,1,14010136,1
1,1,14010136,1
1,0,14010138,1
1,0,14010138,1
1,0,14010138,1
1,0,14010138,1
1,1,14010141,1
0,1,14010141,1
1,1,14010141,1
1,1,14010142,1
1,1,14010142,1
1,1,14010142,1
1,1,14010142,1
1,1,14010143,1
1,1,14010143,1
1,1,14010143,1
1,1,14010143,1
1,1,14010144,1
1,1,14010144,1
1,1,14010145,1
0,1,14010145,1
0,1,14010145,1
0,1,14010145,1
1,0,14060624,0
1,0,14060624,0
1,1,14060625,1
1,1,14060625,1
1,1,14060625,1
1,0,14060626,0
1,0,14060626,0
1,0,14060626,0
1,0,14060626,0
1,0,14060627,0
1,0,14060627,0
1,0,14060627,0
1,0,14060627,0
1,1,14060629,1
0,1,14060629,1
1,1,14060629,1
1,1,14060629,1
1,1,14060630,1
1,1,14060630,1
1,1,14060630,1
1,1,14060630,1
1,0,14060631,1
1,0,14060631,1
1,0,14060631,1
1,0,14060631,1
1,1,14060632,1
1,1,14060632,1
1,1,14060632,1
1,1,14060632,1
1,1,14060634,1
1,1,14060634,1
0,1,14060634,1
1,1,14060634,1
0,1,14060636,1
0,1,14060636,1
0,1,14060636,1
0,1,14060636,1
1,0,14060638,0
0,0,14060638,0
0,0,14060638,0
0,0,14060638,0
1,1,14060641,1
1,1,14060641,1
1,1,14060641,1
1,1,14060641,1
1,1,14060642,1
0,1,14060642,1
1,1,14060642,1
1,1,14060642,1
1,0,14060643,0
1,0,14060643,0
0,0,14060643,0
1,0,14060643,0
0,0,14060644,0
0,0,14060644,0
0,0,14060644,0
0,0,14060644,0
0,1,14060645,1
0,1,14060645,1
1,1,14060645,1
1,1,14060645,1
1,1,14060646,1
1,1,14060646,1
1,1,14060646,1
1,1,14060646,1
0,0,14060647,0
1,0,14060647,0
1,0,14060647,0
1,0,14060647,0
0,1,14060648,1
1,1,14060648,1
0,1,14060648,1
0,1,14060648,1
1,0,15010103,0
1,0,15010103,0
1,0,15010103,0
1,0,15010103,0
1,0,15010104,1
1,0,15010104,1
1,0,15010104,1
1,1,15010105,1
1,1,15010105,1
1,1,15010105,1
1,1,15010105,1
1,0,15010106,0
1,0,15010106,0
1,0,15010106,0
1,1,15010107,1
1,1,15010107,1
1,1,15010107,1
1,1,15010107,1
1,0,15010108,0
1,0,15010108,0
1,0,15010108,0
1,0,15010108,0
1,1,15050506,1
1,1,15050506,1
1,1,15050506,1
1,1,15050506,1
0,1,15050507,1
1,1,15050507,1
1,1,15050507,1
1,1,15050507,1
1,1,15050508,1
1,1,15050508,1
1,1,15050508,1
0,0,15050509,0
0,0,15050509,0
1,0,15050509,0
1,0,15050509,0
1,1,15050510,1
1,1,15050510,1
1,1,15050510,1
1,1,15050510,1
1,0,15060648,0
1,0,15060648,0
1,0,15060648,0
1,0,15060648,0
1,0,15060649,0
1,0,15060649,0
1,0,15060649,0
1,0,15060649,0
1,1,15060650,1
1,1,15060650,1
1,1,15060650,1
1,1,15060650,1
1,1,15060651,1
1,1,15060651,1
1,1,15060651,1
1,1,15060651,1
1,0,16011012,0
0,0,16011012,0
0,0,16011012,0
1,0,16011012,0
1,1,16011013,1
1,1,16011013,1
1,1,16011013,1
1,1,16011013,1
1,1,16011014,1
1,1,16011014,1
1,1,16011014,1
1,1,16011014,1
1,0,16011015,0
1,0,16011015,0
1,0,16011015,0
0,1,16011016,1
1,1,16011016,1
1,1,16011016,1
1,1,16011016,1
0,1,16011017,1
0,1,16011017,1
0,1,16011017,1
1,1,16011017,1
1,1,16011021,1
1,1,16011021,1
1,1,16011021,1
1,1,16011021,1
1,1,16011022,1
1,1,16011022,1
1,1,16011022,1
1,1,16011022,1
1,0,16011023,0
1,0,16011023,0
1,0,16011023,0
1,0,16011023,0
1,1,16011024,1
1,1,16011024,1
1,1,16011024,1
1,1,16011024,1
1,1,16011025,1
1,1,16011025,1
1,1,16011025,1
0,1,16011025,1
1,1,16011026,1
1,1,16011026,1
1,1,16011026,1
1,1,16011026,1
1,1,16011027,1
1,1,16011027,1
0,1,16011027,1
1,1,16011027,1
1,0,16021031,0
1,0,16021031,0
1,0,16021031,0
1,0,16021031,0
1,0,16021032,0
1,0,16021032,0
1,0,16021032,0
1,0,16021032,0
1,1,16021033,1
1,1,16021033,1
1,1,16021033,1
1,1,16021033,1
0,1,16021034,1
1,1,16021034,1
1,1,16021034,1
1,1,16021034,1
1,1,16021035,1
1,1,16021035,1
1,1,16021035,1
1,1,16021035,1
1,1,16021036,1
1,1,16021036,1
1,1,16021036,1
1,1,16021036,1
1,0,16031062,0
1,0,16031062,0
1,0,16031062,0
1,0,16031062,0
0,0,16031063,1
0,0,16031063,1
0,0,16031063,1
1,0,16031063,1
1,1,16031064,1
1,1,16031064,1
1,1,16031064,1
1,1,16031064,1
1,0,16031067,0
1,0,16031067,0
1,0,16031067,0
1,0,16031067,0
1,0,16041071,1
1,0,16041071,1
1,0,16041071,1
1,1,16041072,1
1,1,16041072,1
1,1,16041072,1
1,1,16041072,1
0,0,16041073,0
0,0,16041073,0
0,0,16041073,0
0,0,16041073,0
1,1,16041074,1
1,1,16041074,1
1,1,16041074,1
1,1,16041074,1
0,0,16041075,0
0,0,16041075,0
0,0,16041075,0
1,0,16041075,0
1,0,16041076,1
1,0,16041076,1
0,0,16041076,1
0,0,16041076,1
1,1,16041077,1
1,1,16041077,1
1,1,16041077,1
1,1,16041077,1
1,0,16041080,0
1,0,16041080,0
0,0,16041080,0
1,0,16041080,0
0,1,16041081,1
1,1,16041081,1
1,1,16041081,1
0,1,16041081,1
1,0,16041087,0
1,0,16041087,0
1,0,16041087,0
1,0,16041087,0
1,1,16051091,1
1,1,16051091,1
1,1,16051091,1
1,1,16051091,1
1,1,16051092,1
1,1,16051092,1
1,1,16051092,1
1,1,16051092,1
1,1,16051093,1
1,1,16051093,1
1,1,16051093,1
1,1,16051093,1
0,1,16051094,1
1,1,16051094,1
1,1,16051094,1
1,1,16051094,1
0,0,16051095,0
1,0,16051095,0
0,0,16051095,0
0,0,16051095,0
0,0,16051096,0
0,0,16051096,0
0,0,16051096,0
1,0,16051096,0
0,0,16051097,0
0,0,16051097,0
0,0,16051097,0
0,0,16051097,0
0,0,16061111,0
0,0,16061111,0
1,0,16061111,0
1,0,16061111,0
1,0,16061112,1
1,0,16061112,1
0,0,16061112,1
0,0,16061112,1
1,1,16061115,1
1,1,16061115,1
1,1,16061115,1
1,1,16061115,1
1,1,16061116,1
1,1,16061116,1
0,1,16061116,1
1,1,16061116,1
0,1,16061117,1
0,1,16061117,1
0,1,16061117,1
1,1,16061117,1
1,1,16061121,1
0,1,16061121,1
1,1,16061121,1
0,1,16061121,1
1,1,16061122,1
1,1,16061122,1
1,1,16061122,1
1,1,16061122,1
0,1,16061123,1
0,1,16061123,1
1,1,16061123,1
0,1,16061123,1
1,0,16061124,0
0,0,16061124,0
0,0,16061124,0
1,0,16061124,0
1,1,16061125,1
1,1,16061125,1
0,1,16061125,1
1,1,16061125,1
0,0,16061126,0
0,0,16061126,0
1,0,16061126,0
1,0,16061126,0
0,0,16061127,0
1,0,16061127,0
1,0,16061127,0
0,0,16061127,0
0,1,17032051,1
0,1,17032051,1
0,1,17032051,1
0,1,17032051,1
0,0,17032052,0
1,0,17032052,0
0,0,17032052,0
0,0,17032052,0
0,0,17032053,0
0,0,17032053,0
0,0,17032053,0
0,0,17032053,0
1,1,18013012,1
1,1,18013012,1
1,1,18013012,1
1,1,18013013,1
1,1,18013013,1
1,1,18013013,1
1,1,18013013,1
1,0,18013014,0
1,0,18013014,0
1,0,18013014,0
1,0,18013014,0
1,1,18013015,1
1,1,18013015,1
1,1,18013015,1
1,1,18013015,1
1,0,18013016,1
1,0,18013016,1
1,0,18013016,1
1,0,18013016,1
1,1,18013017,1
1,1,18013017,1
1,1,18013017,1
1,1,18013018,1
1,1,18013018,1
1,1,18013018,1
1,1,19011012,1
1,1,19011012,1
1,1,19011012,1
1,1,19011012,1
1,1,19011013,1
1,1,19011013,1
1,1,19011013,1
1,1,19011013,1
1,1,19011014,1
1,1,19011014,1
1,1,19011014,1
1,1,19011014,1
1,0,19011015,0
1,0,19011015,0
1,0,19011015,0
1,0,19011015,0
0,0,19011016,0
0,0,19011016,0
1,0,19011016,0
1,0,19011016,0
1,1,19011017,1
1,1,19011017,1
1,1,19011017,1
1,1,19011017,1
1,0,19011022,0
0,0,19011022,0
0,0,19011022,0
1,0,19011022,0
1,1,19051101,1
1,1,19051101,1
1,1,19051101,1
0,1,19051101,1
0,0,19051102,0
1,0,19051102,0
1,0,19051102,0
1,0,19051102,0
1,1,19051103,1
1,1,19051103,1
1,1,19051103,1
1,1,19051103,1
1,0,19051104,0
1,0,19051104,0
1,0,19051104,0
1,0,19051104,0
1,1,19061105,1
1,1,19061105,1
1,1,19061105,1
1,1,19061105,1
1,1,19061111,1
1,1,19061111,1
1,1,19061111,1
1,1,19061111,1
1,1,19061112,1
1,1,19061112,1
1,1,19061112,1
1,1,19061112,1
1,1,19061113,1
1,1,19061113,1
1,1,19061113,1
1,1,19061113,1
1,0,19061114,0
1,0,19061114,0
1,0,19061114,0
1,0,19061114,0
1,1,19061115,1
1,1,19061115,1
1,1,19061115,1
1,1,19061115,1
1,1,19061116,1
1,1,19061116,1
1,1,19061116,1
1,1,19061117,1
1,1,19061117,1
1,1,19061117,1
1,1,19061117,1
1,0,19061121,0
1,0,19061121,0
1,0,19061121,0
1,0,19061121,0
1,1,19061122,1
1,1,19061122,1
1,1,19061122,1
1,1,19061122,1
1,0,19061123,0
1,0,19061123,0
1,0,19061123,0
1,0,19061123,0
1,1,19061124,1
1,1,19061124,1
1,1,19061124,1
1,1,19061124,1
1,0,19061125,1
1,0,19061125,1
1,0,19061125,1
1,1,20012011,1
1,1,20012011,1
1,1,20012011,1
1,1,20012011,1
1,0,20012012,1
1,0,20012012,1
1,0,20012012,1
1,0,20012012,1
1,0,20012013,0
1,0,20012013,0
1,0,20012013,0
1,0,20012013,0
1,0,20012014,1
1,0,20012014,1
0,1,20042081,1
0,1,20042081,1
1,1,20042081,1
0,1,20042081,1
0,1,20042082,1
1,1,20042082,1
0,1,20042082,1
1,1,20042082,1
0,1,20042083,1
1,1,20042083,1
1,1,20042083,1
1,1,20042083,1
1,1,20042084,1
1,1,20042084,1
1,1,20042084,1
0,1,20042084,1
1,1,20042085,1
1,1,20042085,1
1,1,20042085,1
1,1,20042085,1
0,0,20042086,0
0,0,20042086,0
0,0,20042086,0
0,0,20042086,0
0,0,20042087,0
0,0,20042087,0
0,0,20042087,0
1,0,20042087,0
0,1,20052091,1
0,1,20052091,1
0,1,20052091,1
0,1,20052091,1
0,1,20052092,1
1,1,20052092,1
1,1,20052092,1
1,1,20052092,1
0,1,20052093,1
0,1,20052093,1
0,1,20052093,1
0,1,20052093,1
1,1,20052094,1
0,1,20052094,1
0,1,20052094,1
1,1,20052094,1
0,1,20052095,1
1,1,20052095,1
1,1,20052095,1
1,1,20052095,1
0,0,20052101,0
0,0,20052101,0
1,0,20052101,0
1,0,20052101,0
1,1,20052102,1
0,1,20052102,1
1,1,20052102,1
1,1,20052102,1
0,1,20052103,1
1,1,20052103,1
1,1,20052103,1
1,1,20052103,1
0,1,20052104,1
0,1,20052104,1
0,1,20052104,1
1,1,20052104,1
1,1,20052105,1
1,1,20052105,1
1,1,20052105,1
1,1,20052105,1
1,1,20052106,1
0,1,20052106,1
0,1,20052106,1
1,1,20052106,1
1,1,20052107,1
1,1,20052107,1
0,1,20052107,1
1,1,20052107,1
1,0,20062111,1
0,0,20062111,1
1,0,20062111,1
1,0,20062111,1
1,1,20062112,1
1,1,20062112,1
1,1,20062112,1
1,1,20062112,1
1,0,20062113,1
0,0,20062113,1
1,0,20062113,1
1,0,20062113,1
1,0,20062114,0
1,0,20062114,0
1,0,20062114,0
0,0,20062114,0
1,0,20062115,0
1,0,20062115,0
1,0,20062115,0
1,0,20062115,0
1,1,20062121,1
1,1,20062121,1
1,1,20062121,1
1,1,20062121,1
1,1,20062122,1
1,1,20062122,1
1,1,20062122,1
1,1,20062122,1
1,0,20062123,1
1,0,20062123,1
1,0,20062123,1
1,0,20062123,1
1,1,20062124,1
1,1,20062124,1
1,1,20062124,1
1,1,20062124,1
1,0,20062125,0
1,0,20062125,0
1,0,20062125,0
1,0,20062125,0
1,0,20062126,0
1,0,20062126,0
1,0,20062126,0
1,0,20062126,0
1,1,21013027,1
1,1,21013027,1
